case_id,release_relative_path,whoops_source_id,source_filename_or_path,width,height,source_file_sha256,decoded_rgb_sha256,license,dataset_repository,dataset_revision,datasets_version,pillow_version,hash_algorithm,private_artifact_sha256,private_evidence_location,match_status,deterministic_transform,transform_evidence,original_git_blob_sha256,original_git_decoded_rgb_sha256
500,data/raw_images/abnormal/500.png,00c2b245b97d9c02150d2b88df1d5c8d1cf398e20e18dec1bb7ba268ad0924e3,https://whoops-benchmark.s3.amazonaws.com/whoops_images/00c2b245b97d9c02150d2b88df1d5c8d1cf398e20e18dec1bb7ba268ad0924e3.png,1024,1024,00c2b245b97d9c02150d2b88df1d5c8d1cf398e20e18dec1bb7ba268ad0924e3,e6a7d561be665104aeabc6c1f2b847d5541e7222b746407c5e59dde1627f67b5,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),00c2b245b97d9c02150d2b88df1d5c8d1cf398e20e18dec1bb7ba268ad0924e3,working-tree:500.png,exact_decoded_match,,,,
571,data/raw_images/abnormal/571.png,278a99c75a17272d06e3a3fb21611ea25dfe80deff208fb6de3a7b9ae4a300c5,https://whoops-benchmark.s3.amazonaws.com/whoops_images/278a99c75a17272d06e3a3fb21611ea25dfe80deff208fb6de3a7b9ae4a300c5.png,1024,1024,278a99c75a17272d06e3a3fb21611ea25dfe80deff208fb6de3a7b9ae4a300c5,71d56da3ab269a79e479114cca68a53fc1984e0c56380c49c6920d814fea550d,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),278a99c75a17272d06e3a3fb21611ea25dfe80deff208fb6de3a7b9ae4a300c5,working-tree:571.png,exact_decoded_match,,,,
572,data/raw_images/abnormal/572.png,27b65d48f35f968b956d7bc20d0567039506af19c57dc3aa4f9c8a96f3a45539,https://whoops-benchmark.s3.amazonaws.com/whoops_images/27b65d48f35f968b956d7bc20d0567039506af19c57dc3aa4f9c8a96f3a45539.png,1188,1188,27b65d48f35f968b956d7bc20d0567039506af19c57dc3aa4f9c8a96f3a45539,dc348e490edf21d1458d325443d48ab59c58f580b43aa3ec458c3f2a1701898f,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),27b65d48f35f968b956d7bc20d0567039506af19c57dc3aa4f9c8a96f3a45539,working-tree:572.png,exact_decoded_match,,,,
573,data/raw_images/abnormal/573.png,27e90c4ada4f9481f44cecf50558d8a1b749484de5552721975c11baa5efbec5,https://whoops-benchmark.s3.amazonaws.com/whoops_images/27e90c4ada4f9481f44cecf50558d8a1b749484de5552721975c11baa5efbec5.png,1024,1024,27e90c4ada4f9481f44cecf50558d8a1b749484de5552721975c11baa5efbec5,e46aa4babee05e3da8e236969f98e7902101fb0e7e56bb3709ec04e3c97c0aa8,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),27e90c4ada4f9481f44cecf50558d8a1b749484de5552721975c11baa5efbec5,working-tree:573.png,exact_decoded_match,,,,
574,data/raw_images/abnormal/574.png,281dfde4773c70a8e23fc32810929c4e164108e625f89ddaabc99618c01e441a,https://whoops-benchmark.s3.amazonaws.com/whoops_images/281dfde4773c70a8e23fc32810929c4e164108e625f89ddaabc99618c01e441a.png,1024,1024,281dfde4773c70a8e23fc32810929c4e164108e625f89ddaabc99618c01e441a,ada3fb684cf28171746186bc38d1da280f350e9be32d96cf8720b13844246167,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),281dfde4773c70a8e23fc32810929c4e164108e625f89ddaabc99618c01e441a,working-tree:574.png,exact_decoded_match,,,,
575,data/raw_images/abnormal/575.png,2853f46ab62155891a817b34d81bbfd979f8072b268f094e1cec8c14b4caf014,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2853f46ab62155891a817b34d81bbfd979f8072b268f094e1cec8c14b4caf014.png,1024,1024,2853f46ab62155891a817b34d81bbfd979f8072b268f094e1cec8c14b4caf014,3c1269670f64d53942951bfdc54a4c1f4741c6c06f847cc9183d934a434a5ee1,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2853f46ab62155891a817b34d81bbfd979f8072b268f094e1cec8c14b4caf014,working-tree:575.png,exact_decoded_match,,,,
576,data/raw_images/abnormal/576.png,28b88529dd5297f530f6eb48d5038ae4034f428dce5ab32d1b4db8668f36cde7,https://whoops-benchmark.s3.amazonaws.com/whoops_images/28b88529dd5297f530f6eb48d5038ae4034f428dce5ab32d1b4db8668f36cde7.png,1536,1024,28b88529dd5297f530f6eb48d5038ae4034f428dce5ab32d1b4db8668f36cde7,54028cc7126c34bea50b16596d90d243b13f42595dd8be1c59bfe7b15faab62a,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),28b88529dd5297f530f6eb48d5038ae4034f428dce5ab32d1b4db8668f36cde7,working-tree:576.png,exact_decoded_match,,,,
577,data/raw_images/abnormal/577.png,2919107b8769b57cdae77de7b29dc2ad1de4f910b3a9448a8c68b44bfaf5a96c,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2919107b8769b57cdae77de7b29dc2ad1de4f910b3a9448a8c68b44bfaf5a96c.png,1024,1024,2919107b8769b57cdae77de7b29dc2ad1de4f910b3a9448a8c68b44bfaf5a96c,146d6be403a6170b2718434fbbfb163d86ac7b67449655678b92cbb0bb2bae23,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2919107b8769b57cdae77de7b29dc2ad1de4f910b3a9448a8c68b44bfaf5a96c,working-tree:577.png,exact_decoded_match,,,,
578,data/raw_images/abnormal/578.png,2a8ae29e87680a1e2fa3d23dbc72daca7129f1b1f750e16071273515f2b0d44d,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2a8ae29e87680a1e2fa3d23dbc72daca7129f1b1f750e16071273515f2b0d44d.png,1024,1024,2a8ae29e87680a1e2fa3d23dbc72daca7129f1b1f750e16071273515f2b0d44d,9d883eddc3910d73b8e8857ca3799b943218b9448778ec5ddcb68e984a97b620,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2a8ae29e87680a1e2fa3d23dbc72daca7129f1b1f750e16071273515f2b0d44d,working-tree:578.png,exact_decoded_match,,,,
579,data/raw_images/abnormal/579.png,2aaeaa4bd53a1f62140ec95846340e7cf18d7a8a0c430075a45e7e332347fb96,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2aaeaa4bd53a1f62140ec95846340e7cf18d7a8a0c430075a45e7e332347fb96.png,1536,1536,2aaeaa4bd53a1f62140ec95846340e7cf18d7a8a0c430075a45e7e332347fb96,cfbbc3a167cad82328b3e9a2a681dbb1b259f8579c17fcaa02649ceedddb1663,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),d73006d6754ff046124105e678a97a5a1ff3260d3df7d7cb61350f7320b91a96,working-tree:579.png,deterministic_transform_verified,resize_max_side_1536_lanczos_floor_dimensions,official_decoded_rgb_sha256=97f06503cf5111db15f57117d236f693c21504d00e5fefa3c693cb6dcd9cb6d4; transformed_decoded_rgb_sha256=cfbbc3a167cad82328b3e9a2a681dbb1b259f8579c17fcaa02649ceedddb1663; archive_revision=0616dca,2aaeaa4bd53a1f62140ec95846340e7cf18d7a8a0c430075a45e7e332347fb96,97f06503cf5111db15f57117d236f693c21504d00e5fefa3c693cb6dcd9cb6d4
580,data/raw_images/abnormal/580.png,2b6664722a67fc9804659dcbcba7820a13cb85b96666346694b6cd21d9c01a84,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2b6664722a67fc9804659dcbcba7820a13cb85b96666346694b6cd21d9c01a84.png,1024,1024,2b6664722a67fc9804659dcbcba7820a13cb85b96666346694b6cd21d9c01a84,187b0585242eee40b4d258346036a777042dd8c4f7aa576e315c0467db6bb5d8,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2b6664722a67fc9804659dcbcba7820a13cb85b96666346694b6cd21d9c01a84,working-tree:580.png,exact_decoded_match,,,,
581,data/raw_images/abnormal/581.png,2be04ae67f46d54ddbc6db5ff4c09a59d7a4f0475f89d918ab2348b2fc8d5f13,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2be04ae67f46d54ddbc6db5ff4c09a59d7a4f0475f89d918ab2348b2fc8d5f13.png,1024,1024,2be04ae67f46d54ddbc6db5ff4c09a59d7a4f0475f89d918ab2348b2fc8d5f13,3c31e44d6cfb880c58c0e56545c12d1474d7ae5ebbb6d93aaa2de3964fa62f2c,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2be04ae67f46d54ddbc6db5ff4c09a59d7a4f0475f89d918ab2348b2fc8d5f13,working-tree:581.png,exact_decoded_match,,,,
582,data/raw_images/abnormal/582.png,2c220934c912a40bfe64f6a650ae993dba2022f5babab4f8fe22e65d2882f0c7,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2c220934c912a40bfe64f6a650ae993dba2022f5babab4f8fe22e65d2882f0c7.png,1024,1024,2c220934c912a40bfe64f6a650ae993dba2022f5babab4f8fe22e65d2882f0c7,eacbec80bf8d0a15f0204148597908b217edec3c420f76cb417a67405727bd28,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2c220934c912a40bfe64f6a650ae993dba2022f5babab4f8fe22e65d2882f0c7,working-tree:582.png,exact_decoded_match,,,,
583,data/raw_images/abnormal/583.png,2d7c36f886db91118f07d88c98e9f318c3da82e488c54c47e6b8a64bfeea8796,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2d7c36f886db91118f07d88c98e9f318c3da82e488c54c47e6b8a64bfeea8796.png,656,656,2d7c36f886db91118f07d88c98e9f318c3da82e488c54c47e6b8a64bfeea8796,c933782b204388af8d212db0594f318ac20a684ed2b3860df33196cfbd8ea1b7,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2d7c36f886db91118f07d88c98e9f318c3da82e488c54c47e6b8a64bfeea8796,working-tree:583.png,exact_decoded_match,,,,
584,data/raw_images/abnormal/584.png,2da75a8e0f00567130ab4ceceaee44de0162a13651435835c7da97cbe5a021d8,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2da75a8e0f00567130ab4ceceaee44de0162a13651435835c7da97cbe5a021d8.png,1024,1024,2da75a8e0f00567130ab4ceceaee44de0162a13651435835c7da97cbe5a021d8,6dd378c8e8613993848b324eaa3ab0502eff7e5d41410cc0a9d69a44dda2b71d,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2da75a8e0f00567130ab4ceceaee44de0162a13651435835c7da97cbe5a021d8,working-tree:584.png,exact_decoded_match,,,,
585,data/raw_images/abnormal/585.png,2debee257110f15855ff257ddfbdcdb8e16a99fea997f088425c2156e5fda16a,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2debee257110f15855ff257ddfbdcdb8e16a99fea997f088425c2156e5fda16a.png,1024,1024,2debee257110f15855ff257ddfbdcdb8e16a99fea997f088425c2156e5fda16a,e533213449783466179bd9a6f5f8fd8284538a3acdd17e2e4a425a3d0bab6615,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2debee257110f15855ff257ddfbdcdb8e16a99fea997f088425c2156e5fda16a,working-tree:585.png,exact_decoded_match,,,,
586,data/raw_images/abnormal/586.png,2e2b11c49374de3348280f8b41e35d56d7dff5ba3098a37879826593ea09886d,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2e2b11c49374de3348280f8b41e35d56d7dff5ba3098a37879826593ea09886d.png,1024,1024,2e2b11c49374de3348280f8b41e35d56d7dff5ba3098a37879826593ea09886d,11496b853536525ee2e70df55d461d97a54b30d0efa515bbbc7d522ca77a4aad,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2e2b11c49374de3348280f8b41e35d56d7dff5ba3098a37879826593ea09886d,working-tree:586.png,exact_decoded_match,,,,
587,data/raw_images/abnormal/587.png,2e570a80af6f39e13c8d966c31bf668ef399afe3adb4a13dbb36b41b197d6a43,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2e570a80af6f39e13c8d966c31bf668ef399afe3adb4a13dbb36b41b197d6a43.png,1024,1024,2e570a80af6f39e13c8d966c31bf668ef399afe3adb4a13dbb36b41b197d6a43,adf067c6fa9bfae22152a7baeae8677e5c738fc0116ddf75437460975f8a6df4,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2e570a80af6f39e13c8d966c31bf668ef399afe3adb4a13dbb36b41b197d6a43,working-tree:587.png,exact_decoded_match,,,,
588,data/raw_images/abnormal/588.png,2eb2a699bdda142f3ed2f55e4ce539bfbe551edd7e082d6c08cc32161fbfb62d,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2eb2a699bdda142f3ed2f55e4ce539bfbe551edd7e082d6c08cc32161fbfb62d.png,1024,1024,2eb2a699bdda142f3ed2f55e4ce539bfbe551edd7e082d6c08cc32161fbfb62d,233ab5bf3800d0d7fdeccceaa7d0bc994d95868da4f921dc8d62ed4844f26343,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2eb2a699bdda142f3ed2f55e4ce539bfbe551edd7e082d6c08cc32161fbfb62d,working-tree:588.png,exact_decoded_match,,,,
589,data/raw_images/abnormal/589.png,2f0f17c9b36f75d6988f16bfbcb5e662137cddda3346195a9befb77bfe41c410,https://whoops-benchmark.s3.amazonaws.com/whoops_images/2f0f17c9b36f75d6988f16bfbcb5e662137cddda3346195a9befb77bfe41c410.png,1024,1024,2f0f17c9b36f75d6988f16bfbcb5e662137cddda3346195a9befb77bfe41c410,d683ca8f7b5b3c278b5254962a136bf790704cc8dad64ad9cda3f2c8a5bdbc54,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),2f0f17c9b36f75d6988f16bfbcb5e662137cddda3346195a9befb77bfe41c410,working-tree:589.png,exact_decoded_match,,,,
590,data/raw_images/abnormal/590.png,30538922af3d541ba056b7763d6e274d7f0c952b3cc47d0a96807b52349afc8a,https://whoops-benchmark.s3.amazonaws.com/whoops_images/30538922af3d541ba056b7763d6e274d7f0c952b3cc47d0a96807b52349afc8a.png,1242,1242,30538922af3d541ba056b7763d6e274d7f0c952b3cc47d0a96807b52349afc8a,747bcf0ea1cdc542cb162b336fed6fce4cf7f24b74c19d46f0224e016c47e811,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),30538922af3d541ba056b7763d6e274d7f0c952b3cc47d0a96807b52349afc8a,working-tree:590.png,exact_decoded_match,,,,
591,data/raw_images/abnormal/591.png,30f5128a5e8b00e769af03e0885af4cd95489052861955f3994bee454afbc8bd,https://whoops-benchmark.s3.amazonaws.com/whoops_images/30f5128a5e8b00e769af03e0885af4cd95489052861955f3994bee454afbc8bd.png,1024,1024,30f5128a5e8b00e769af03e0885af4cd95489052861955f3994bee454afbc8bd,60d4dc16259d472bd2f583997018fa086263f161d2585b8c66b56a3c0f7ee097,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),30f5128a5e8b00e769af03e0885af4cd95489052861955f3994bee454afbc8bd,working-tree:591.png,exact_decoded_match,,,,
592,data/raw_images/abnormal/592.png,31ae8b6581e40f6e873c44b4203c5665683c0eb68edae2bf8d2aef6f67118cb9,https://whoops-benchmark.s3.amazonaws.com/whoops_images/31ae8b6581e40f6e873c44b4203c5665683c0eb68edae2bf8d2aef6f67118cb9.png,1536,1024,31ae8b6581e40f6e873c44b4203c5665683c0eb68edae2bf8d2aef6f67118cb9,8237044a13dab94095745077b6dfe7a2dfea1ac23b0ed67635cd947f83c7d735,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),31ae8b6581e40f6e873c44b4203c5665683c0eb68edae2bf8d2aef6f67118cb9,working-tree:592.png,exact_decoded_match,,,,
593,data/raw_images/abnormal/593.png,323ead987f1e34ad35ffd9cb8c1ba088d76f44423a464ff93d2601bd31a032df,https://whoops-benchmark.s3.amazonaws.com/whoops_images/323ead987f1e34ad35ffd9cb8c1ba088d76f44423a464ff93d2601bd31a032df.png,1024,1024,323ead987f1e34ad35ffd9cb8c1ba088d76f44423a464ff93d2601bd31a032df,5db8287dc545bf4abe73510886282020434a950813f1e7b44f61ab68c45851f8,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),323ead987f1e34ad35ffd9cb8c1ba088d76f44423a464ff93d2601bd31a032df,working-tree:593.png,exact_decoded_match,,,,
594,data/raw_images/abnormal/594.png,32bafb7a1ca212bfeb8330bcd45447e66ab35f1419276661c91cdde3dc4d8051,https://whoops-benchmark.s3.amazonaws.com/whoops_images/32bafb7a1ca212bfeb8330bcd45447e66ab35f1419276661c91cdde3dc4d8051.png,1024,1024,32bafb7a1ca212bfeb8330bcd45447e66ab35f1419276661c91cdde3dc4d8051,ec59da149b57b9d91b52867172743d69f4bb4e006e237d96bcaf3dcbfd7b0890,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),32bafb7a1ca212bfeb8330bcd45447e66ab35f1419276661c91cdde3dc4d8051,working-tree:594.png,exact_decoded_match,,,,
595,data/raw_images/abnormal/595.png,333898030bf5dfa70140956327ea34be9cbcfa3e4b776b77935622941b7b40dd,https://whoops-benchmark.s3.amazonaws.com/whoops_images/333898030bf5dfa70140956327ea34be9cbcfa3e4b776b77935622941b7b40dd.png,1024,1024,333898030bf5dfa70140956327ea34be9cbcfa3e4b776b77935622941b7b40dd,29c2e152faa3d3a5314c5b18e04deac9cd1933a30b8f4ecff5d1f3d9e224f80f,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),333898030bf5dfa70140956327ea34be9cbcfa3e4b776b77935622941b7b40dd,working-tree:595.png,exact_decoded_match,,,,
596,data/raw_images/abnormal/596.png,33a1f16901bb458fc351ab34e6c8fa3ebbd53fd290fa6f99f5933fa95778a596,https://whoops-benchmark.s3.amazonaws.com/whoops_images/33a1f16901bb458fc351ab34e6c8fa3ebbd53fd290fa6f99f5933fa95778a596.png,1024,1024,33a1f16901bb458fc351ab34e6c8fa3ebbd53fd290fa6f99f5933fa95778a596,01ad864e5e34bb3478f7b92d24bbf71242c96817f1ecda61891bbf4ed28a037c,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),33a1f16901bb458fc351ab34e6c8fa3ebbd53fd290fa6f99f5933fa95778a596,working-tree:596.png,exact_decoded_match,,,,
597,data/raw_images/abnormal/597.png,34c611d193e86247ad19cef9f5e18bf1f58a4028f6f060ebf66c607f7815d8c9,https://whoops-benchmark.s3.amazonaws.com/whoops_images/34c611d193e86247ad19cef9f5e18bf1f58a4028f6f060ebf66c607f7815d8c9.png,1024,1024,34c611d193e86247ad19cef9f5e18bf1f58a4028f6f060ebf66c607f7815d8c9,f09fc381ed706d7fedcc4e2181c134d501230af59362439d440fa7eef330f848,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),34c611d193e86247ad19cef9f5e18bf1f58a4028f6f060ebf66c607f7815d8c9,working-tree:597.png,exact_decoded_match,,,,
598,data/raw_images/abnormal/598.png,35db31196ee695f54398a2a6e10a7b3e3b750a4c7916daa92d010ac995f3cc88,https://whoops-benchmark.s3.amazonaws.com/whoops_images/35db31196ee695f54398a2a6e10a7b3e3b750a4c7916daa92d010ac995f3cc88.png,1024,1024,35db31196ee695f54398a2a6e10a7b3e3b750a4c7916daa92d010ac995f3cc88,6f6a598f08387aa4e75cc52121d6edbc0c6c24a1a3733a5f589b856e52979dee,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),35db31196ee695f54398a2a6e10a7b3e3b750a4c7916daa92d010ac995f3cc88,working-tree:598.png,exact_decoded_match,,,,
599,data/raw_images/abnormal/599.png,360a6ea32503173fff31aa860acbc906810823cc383ef1ff4fa1d7324f5b734a,https://whoops-benchmark.s3.amazonaws.com/whoops_images/360a6ea32503173fff31aa860acbc906810823cc383ef1ff4fa1d7324f5b734a.png,3465,3465,360a6ea32503173fff31aa860acbc906810823cc383ef1ff4fa1d7324f5b734a,fa92d56952e7db7b86fee372064ae4595463f51688b14c1609bc3f162cc11df2,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),360a6ea32503173fff31aa860acbc906810823cc383ef1ff4fa1d7324f5b734a,working-tree:599.png,exact_decoded_match,,,,
600,data/raw_images/abnormal/600.png,36535596ae116c5b30f601c95b5c4630ed9993df43544b793553eb4f24ed9779,https://whoops-benchmark.s3.amazonaws.com/whoops_images/36535596ae116c5b30f601c95b5c4630ed9993df43544b793553eb4f24ed9779.png,1536,1536,36535596ae116c5b30f601c95b5c4630ed9993df43544b793553eb4f24ed9779,cc625072728f93133468f24bdf0b1d4a9771739067c2758d2418a71438a6b2f0,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),45e3149d8bd08c04bf3a91e1f63ffff7e80f31fee4cb3117a10cd4a59d6f9673,working-tree:600.png,deterministic_transform_verified,resize_max_side_1536_lanczos_floor_dimensions,official_decoded_rgb_sha256=e3a447824335680855f3d6b3b1c265f5b06d5cf5c478c89094c9775a9b271068; transformed_decoded_rgb_sha256=cc625072728f93133468f24bdf0b1d4a9771739067c2758d2418a71438a6b2f0; archive_revision=0616dca,36535596ae116c5b30f601c95b5c4630ed9993df43544b793553eb4f24ed9779,e3a447824335680855f3d6b3b1c265f5b06d5cf5c478c89094c9775a9b271068
601,data/raw_images/abnormal/601.png,36668daa68bb52f4f0993248e93f892ecaf12965194b2accd749334231f3f2cf,https://whoops-benchmark.s3.amazonaws.com/whoops_images/36668daa68bb52f4f0993248e93f892ecaf12965194b2accd749334231f3f2cf.png,1024,1024,36668daa68bb52f4f0993248e93f892ecaf12965194b2accd749334231f3f2cf,076d19e9aad08b524814594aeefc6a6f8c2760797568b80886e28810fe7b4ec5,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),36668daa68bb52f4f0993248e93f892ecaf12965194b2accd749334231f3f2cf,working-tree:601.png,exact_decoded_match,,,,
