case_id,canonical_selection_index,release_relative_path,private_reference_filename,historical_private_filename,match_status,identity_status,dataset_repository,dataset_revision,split,streaming,shuffle_seed,shuffle_buffer_size,minimum_resolution,selected_stream_index,source_path_or_key,imagenet_label,source_width,source_height,pre_transform_width,pre_transform_height,post_exif_width,post_exif_height,post_transform_width,post_transform_height,source_exif_orientation,applied_exif_transform,applied_resize,resize_resampling,resize_dimension_rounding,max_side,pre_normalization_png_size_bytes,png_size_trigger_bytes,png_compress_level,png_optimize,icc_profile_preserved,source_file_sha256,source_decoded_rgb_sha256,reconstructed_decoded_rgb_sha256,archived_decoded_rgb_sha256,private_file_sha256,post_preprocessing_match_status,datasets_version,pillow_version,python_version,hash_algorithm
1,1,data/raw_images/normal/1.png,1.png,1.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,1,n02105162_3689_n02105162.JPEG,225,500,333,500,333,500,333,500,333,,false,false,,,,389990,3145728,6,false,false,90f83d90b0f0ad2c3d3aad6199d4a9258602da8097743ca598b246e1a793b388,f748f91199c31885e836453be0ed93336f5f0a6237736d360aa77750caf84fac,f748f91199c31885e836453be0ed93336f5f0a6237736d360aa77750caf84fac,f748f91199c31885e836453be0ed93336f5f0a6237736d360aa77750caf84fac,36a204c2b79fd2c93be4863ba205d79b2fa4c032f3bf9f3330bb7edfce8e4e87,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
89,89,data/raw_images/normal/89.png,89.png,89.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,102,n02100735_630_n02100735.JPEG,212,500,375,500,375,500,375,500,375,,false,false,,,,360308,3145728,6,false,false,10e47d1a91602ba35c9d81ca0b5a9ba09c3934e23779d3901d7b4d8a6840a628,585d7cefda5797d2449f0ef3e712358845bda47445cc792f67099c221369d577,585d7cefda5797d2449f0ef3e712358845bda47445cc792f67099c221369d577,585d7cefda5797d2449f0ef3e712358845bda47445cc792f67099c221369d577,d89891e0a228235e5387aa3d931e6b6f761b6ba19d1c1bba97ab753f6b74af70,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
90,90,data/raw_images/normal/90.png,90.png,90.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,103,n04086273_13862_n04086273.JPEG,763,500,375,500,375,500,375,500,375,,false,false,,,,430143,3145728,6,false,false,439ffdc388f26daea14e0dffde57a3276c52e9d28b9fe5436b4bb5a6e5dfe047,071fa0033065a33c32a1703de4db34b2fc579c5220b43e00a8f68fbfdb7c6050,071fa0033065a33c32a1703de4db34b2fc579c5220b43e00a8f68fbfdb7c6050,071fa0033065a33c32a1703de4db34b2fc579c5220b43e00a8f68fbfdb7c6050,0b8108f4705bf0781ea5c1e9812347e1964b600afd910efb2ba868c26128ec0d,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
91,91,data/raw_images/normal/91.png,91.png,91.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,104,n04548362_8553_n04548362.JPEG,893,545,290,545,290,545,290,545,290,,false,false,,,,214645,3145728,6,false,false,94793dbc67a3eccbf31ccc7d7c6e9e2fb2a07992407391243d4aae5a312bbad0,46f3c5186e06fad28cbfab866f159b87accbec33a79b14e19e7ad88ae12acafe,46f3c5186e06fad28cbfab866f159b87accbec33a79b14e19e7ad88ae12acafe,46f3c5186e06fad28cbfab866f159b87accbec33a79b14e19e7ad88ae12acafe,8a34851e08342458ba0bb4b1e456723506d2cb676a1615e6a8f32ac52ec30d7b,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
92,92,data/raw_images/normal/92.png,92.png,92.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,105,n03895866_3004_n03895866.JPEG,705,800,385,800,385,800,385,800,385,,false,false,,,,370219,3145728,6,false,false,c935847a7318470fe28d49c6b2d20f776ab54eb717c4be0a8bb78dbc48c93ef0,c68d09dfdd27f157f5c55a1bbe3ff2dac8cbf2bbc9faa8d55e5bbd7e05560523,c68d09dfdd27f157f5c55a1bbe3ff2dac8cbf2bbc9faa8d55e5bbd7e05560523,c68d09dfdd27f157f5c55a1bbe3ff2dac8cbf2bbc9faa8d55e5bbd7e05560523,57f934ee7b2cbfbfc6bb10593732a8bd72afa193961ad4f4015260532b93421d,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
93,93,data/raw_images/normal/93.png,93.png,93.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,106,n07836838_7467_n07836838.JPEG,960,500,375,500,375,500,375,500,375,,false,false,,,,341586,3145728,6,false,true,63caa337a29c8d4f9e7448ce5cdda80139b1e3973376c213514539b065d1eed5,0294b320098d8db73792d4dfd7b89933b671c1c8ab3c4723bf2e42eaa8587f90,0294b320098d8db73792d4dfd7b89933b671c1c8ab3c4723bf2e42eaa8587f90,0294b320098d8db73792d4dfd7b89933b671c1c8ab3c4723bf2e42eaa8587f90,17e550ea0c172c729d9bd8e5036cbefb7c617935f8e2ce9c9711d22e57aff656,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
94,94,data/raw_images/normal/94.png,94.png,94.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,107,n02165456_65007_n02165456.JPEG,301,500,333,500,333,500,333,500,333,,false,false,,,,265775,3145728,6,false,true,d9de731b84658a3764693af0f7f4b2bba20bf123e209d12bf73a970497956682,c4d8c6ab7a4a6bbe2638953cd4e42437b8a940a601d14b252824f1c24e233bd5,c4d8c6ab7a4a6bbe2638953cd4e42437b8a940a601d14b252824f1c24e233bd5,c4d8c6ab7a4a6bbe2638953cd4e42437b8a940a601d14b252824f1c24e233bd5,b48a549f8488576f777a92799f44e42ade471957ca6ed3398df11801bdd9ce85,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
95,95,data/raw_images/normal/95.png,95.png,95.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,108,n02992529_1905_n02992529.JPEG,487,500,333,500,333,500,333,500,333,,false,false,,,,154420,3145728,6,false,true,069830f0d8e7975f6a38effacd93f435e89b95dc58231cc5379bd8e5191c9a10,53f2da3e498cd8438709bbe554d5be4d6483df7f4dc1c41a57b7daefa7c87288,53f2da3e498cd8438709bbe554d5be4d6483df7f4dc1c41a57b7daefa7c87288,53f2da3e498cd8438709bbe554d5be4d6483df7f4dc1c41a57b7daefa7c87288,f27bdff46956a60d400fa86cb97a4b0b209b2c37cf85650e6dab29d06d06ab68,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
96,96,data/raw_images/normal/96.png,96.png,96.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,109,n04606251_13926_n04606251.JPEG,913,610,444,610,444,610,444,610,444,,false,false,,,,456006,3145728,6,false,false,3cb4563ed88ce748f242ec856438af7a2056b3a291e7ad35ed7fde240c7969d4,eff3bf3252ff2adeb7663f4da153b0cdc7921d298d42f8b43e3a4cfef1f10c09,eff3bf3252ff2adeb7663f4da153b0cdc7921d298d42f8b43e3a4cfef1f10c09,eff3bf3252ff2adeb7663f4da153b0cdc7921d298d42f8b43e3a4cfef1f10c09,522124cf92b267064d2881ff8cab5cdf3b04abad37a09c93e376fe0141cf2526,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
97,97,data/raw_images/normal/97.png,97.png,97.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,110,n02086079_11260_n02086079.JPEG,154,500,375,500,375,500,375,500,375,,false,false,,,,321286,3145728,6,false,false,fe1a4bda2bd8af299269763b6d2ed079365c076e47d6ca7a3983e0e1e32e4563,863d333aebe5f625224ee20a47a875fd6b98e18a11d59f562775c9aba97b8641,863d333aebe5f625224ee20a47a875fd6b98e18a11d59f562775c9aba97b8641,863d333aebe5f625224ee20a47a875fd6b98e18a11d59f562775c9aba97b8641,0975ee9851624af960356362a8fe78c3bb7e1ce5b30973066c16acf3b2329e5c,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
98,98,data/raw_images/normal/98.png,98.png,98.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,111,n03124043_5166_n03124043.JPEG,514,375,500,375,500,375,500,375,500,,false,false,,,,323344,3145728,6,false,false,9b4fbe41ae731ce067bff96502f4533357dda73cbac3001f392afb3abdb0d1fe,6d6e12fee0664765de745490100ce3fddc15de31e2c3c99c5caa97d9c8d51004,6d6e12fee0664765de745490100ce3fddc15de31e2c3c99c5caa97d9c8d51004,6d6e12fee0664765de745490100ce3fddc15de31e2c3c99c5caa97d9c8d51004,d2a6d1eccdb418b274fd2e614deb6cde61d398bec737722a17e2ee3269d28a82,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
99,99,data/raw_images/normal/99.png,99.png,99.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,112,n02804414_1542_n02804414.JPEG,431,500,375,500,375,500,375,500,375,,false,false,,,,352645,3145728,6,false,false,a0e93d091c2fa1da6dce684c86b1cdb488433c04a2480e9e2bc5f3fedd1aaeba,cd42f98cc6827842fb66b7644658e6d7771a156c33d865c8c8bb09c407f847f4,cd42f98cc6827842fb66b7644658e6d7771a156c33d865c8c8bb09c407f847f4,cd42f98cc6827842fb66b7644658e6d7771a156c33d865c8c8bb09c407f847f4,fecb680a3b2e6b14a6aa51e8347e26ac53cb004877fcfbb6969e5de1f65a140e,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
100,100,data/raw_images/normal/100.png,100.png,100.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,113,n03770439_24998_n03770439.JPEG,655,375,500,375,500,375,500,375,500,,false,false,,,,384569,3145728,6,false,false,875ad36bbaaa2e158a1abd58516b7ce83940213d409ff6940e964b80165728d7,45503269afa20d750d74eddb6d8cba1bb5fe70c9555de5a837648a34697de824,45503269afa20d750d74eddb6d8cba1bb5fe70c9555de5a837648a34697de824,45503269afa20d750d74eddb6d8cba1bb5fe70c9555de5a837648a34697de824,2ede9df4cf53ea1070d24666f18c7d73871d228bde897b8152035c7322a7d014,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
101,101,data/raw_images/normal/101.png,101.png,101.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,114,n03627232_5047_n03627232.JPEG,616,427,500,427,500,427,500,427,500,,false,false,,,,197959,3145728,6,false,false,8b9f0bd79fe7099bce119c27c33e4b1b6cb3de0f72d749870cfc5b5f9bfee87c,abd38db9b65557da09e6cfc14ebd397a4c42c8514c7348864b8ae156def0f3cf,abd38db9b65557da09e6cfc14ebd397a4c42c8514c7348864b8ae156def0f3cf,abd38db9b65557da09e6cfc14ebd397a4c42c8514c7348864b8ae156def0f3cf,ebd75de755ef14f7e9f47e870a5f91970e5cbe51ffa9ee310f5ef9bea81cafb3,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
102,102,data/raw_images/normal/102.png,102.png,102.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,115,n03100240_898_n03100240.JPEG,511,500,375,500,375,500,375,500,375,,false,false,,,,367501,3145728,6,false,false,1dfc3677d060d1745103ed2b76b2e909790ad3f87eb10653734ee3e24e1b10fd,4a52fd613655ad4357d47057d180d48644aa19670cac0b8ca57aee4fed7b3a30,4a52fd613655ad4357d47057d180d48644aa19670cac0b8ca57aee4fed7b3a30,4a52fd613655ad4357d47057d180d48644aa19670cac0b8ca57aee4fed7b3a30,5c7e6cce0493924cdfa8e3964aba9de5cddadf8f86be1b285caaeebdf000ef9c,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
103,103,data/raw_images/normal/103.png,103.png,103.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,116,n01632458_4051_n01632458.JPEG,28,500,375,500,375,500,375,500,375,,false,false,,,,389144,3145728,6,false,false,19521ef1e9417434fdaa24cf181cc13054066f86d579a8479866767956df9059,958430a423aa2fd8fd0464bfe74eefa3e10ac349323af506d83e8f636585455c,958430a423aa2fd8fd0464bfe74eefa3e10ac349323af506d83e8f636585455c,958430a423aa2fd8fd0464bfe74eefa3e10ac349323af506d83e8f636585455c,8dd7e1674081ff5869951ef49d4549b2a2c9643fe1da4e87849d8e3ee0ea12c5,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
104,104,data/raw_images/normal/104.png,104.png,104.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,118,n04423845_31555_n04423845.JPEG,855,300,400,300,400,300,400,300,400,,false,false,,,,127399,3145728,6,false,false,3c3486f64985aa0e73369ed8e9a96045c1b0a77ec42af01d34ace646b95d50f0,1addf95d1498df809326847554411c5be1cabd044be83bf77d7c3899c287673a,1addf95d1498df809326847554411c5be1cabd044be83bf77d7c3899c287673a,1addf95d1498df809326847554411c5be1cabd044be83bf77d7c3899c287673a,866e65ed0db002b9a9a45463324eea56c0dfca1dedffd3f59a4d49dd754dbd06,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
105,105,data/raw_images/normal/105.png,105.png,105.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,119,n03775546_4269_n03775546.JPEG,659,500,375,500,375,500,375,500,375,,false,false,,,,315076,3145728,6,false,false,4ce9716b4f8a80e06a12a4b786eb7b96a17670e006f539fb570b1c3a357bd46b,8df2670783b53cf17d7c57f5268c2f646f941bd817947c8ffd285a619b24a30c,8df2670783b53cf17d7c57f5268c2f646f941bd817947c8ffd285a619b24a30c,8df2670783b53cf17d7c57f5268c2f646f941bd817947c8ffd285a619b24a30c,6c88e1f6b89ab5681de4ee2a9f0640373aa3a1227ec39f4b476efa907a5747e4,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
106,106,data/raw_images/normal/106.png,106.png,106.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,120,n12057211_6178_n12057211.JPEG,986,441,334,441,334,441,334,441,334,,false,false,,,,179048,3145728,6,false,false,f8ff95e6afec347360efcd83ecff5e014d98ad4a7afe4d3211fa030d00eb513a,7f853c70f5d57cd79b44fe9fbacff64c6bcfd936305d65d76fb7a3437d2b80ec,7f853c70f5d57cd79b44fe9fbacff64c6bcfd936305d65d76fb7a3437d2b80ec,7f853c70f5d57cd79b44fe9fbacff64c6bcfd936305d65d76fb7a3437d2b80ec,c4f29af65daa89bc724ae2c2ca1feb0521d329ab14740794e3c404e74bd82ca0,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
107,107,data/raw_images/normal/107.png,107.png,107.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,121,n02408429_1816_n02408429.JPEG,346,337,500,337,500,337,500,337,500,,false,false,,,,280071,3145728,6,false,false,51bcc0eefd458d43d8f5c2d2f9816b28ba3418c0b438ecd334326bc762ce0afa,475e5f9c080023cdbe4ac1af333f7df57f4d225f10db7514184bc0b4bc90c038,475e5f9c080023cdbe4ac1af333f7df57f4d225f10db7514184bc0b4bc90c038,475e5f9c080023cdbe4ac1af333f7df57f4d225f10db7514184bc0b4bc90c038,ecfa4f9a63922fea285d884a4fa2478eb575157620ffc3cf0c01e35ae5115a83,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
108,108,data/raw_images/normal/108.png,108.png,108.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,122,n02837789_23706_n02837789.JPEG,445,333,500,333,500,333,500,333,500,,false,false,,,,250356,3145728,6,false,false,2128209eafecb1099413dac09d72ca5f53c60b61e5bf062553130ecfadc2a9b9,fffb48632aa4a1c00233b4e5aaf212bd6699f58c260e6dc2feeb8126eb0799d6,fffb48632aa4a1c00233b4e5aaf212bd6699f58c260e6dc2feeb8126eb0799d6,fffb48632aa4a1c00233b4e5aaf212bd6699f58c260e6dc2feeb8126eb0799d6,0156d78d0e7cf87a1f844ea1d41a59caaeb9883f93395122a2ab427f470ef8a5,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
109,109,data/raw_images/normal/109.png,109.png,109.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,123,n02107312_1126_n02107312.JPEG,237,500,375,500,375,500,375,500,375,,false,false,,,,281909,3145728,6,false,false,34b1cd4573c89e0e71c142701835c1478cccd56846923de8ea3c8df523ae4394,c168fe1c4eedf7fba596efad54946d85314ee3b6384cbe32e0aae05661972821,c168fe1c4eedf7fba596efad54946d85314ee3b6384cbe32e0aae05661972821,c168fe1c4eedf7fba596efad54946d85314ee3b6384cbe32e0aae05661972821,e0d73ed08af9aa40d413b5c8fc3494a417c84509c9062069942726cb59907382,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
110,110,data/raw_images/normal/110.png,110.png,110.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,124,n02096437_6268_n02096437.JPEG,194,460,613,460,613,460,613,460,613,,false,false,,,,317635,3145728,6,false,false,a2b92a2ad3629f0b5f90b705512654092f835a9f8cc7afbf68cb9a4771c9ec3f,0bd23e3c6fed88649624ad9e4a6094d14e37b72cfaba7c1fc6bd3186ade95e0f,0bd23e3c6fed88649624ad9e4a6094d14e37b72cfaba7c1fc6bd3186ade95e0f,0bd23e3c6fed88649624ad9e4a6094d14e37b72cfaba7c1fc6bd3186ade95e0f,8ef861d07cdd24c438b8d17750216d2e626c498c0d909a095cd78161e94f4e08,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
111,111,data/raw_images/normal/111.png,111.png,111.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,125,n02017213_6809_n02017213.JPEG,136,500,401,500,401,500,401,500,401,,false,false,,,,372888,3145728,6,false,false,05b864d75a58e154a63eb6f7968dcb0bfaf743884ba7fccc0dfc56c9f18251ea,d65117fdce1dfbf9eed53bd41f01176b4e96f7d6bedd313bcb591eed921f41bf,d65117fdce1dfbf9eed53bd41f01176b4e96f7d6bedd313bcb591eed921f41bf,d65117fdce1dfbf9eed53bd41f01176b4e96f7d6bedd313bcb591eed921f41bf,f1c31817ecfb09546a68172c3dc5375f7f97c1c9cc879a80b365d16b4faa1b25,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
112,112,data/raw_images/normal/112.png,112.png,112.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,126,n01775062_4199_n01775062.JPEG,77,500,355,500,355,500,355,500,355,,false,false,,,,401155,3145728,6,false,true,de519e3cfa7140d9ad0f023651c411fabe9a679875004af4829dba124dc79380,3167cce58efc0411e7554307aa386b4795c4ad64b09fd1818a9a79161b749840,3167cce58efc0411e7554307aa386b4795c4ad64b09fd1818a9a79161b749840,3167cce58efc0411e7554307aa386b4795c4ad64b09fd1818a9a79161b749840,9d2a4e6e2a8b2021452d966cd040312945cf780bf212bbcd17f1b08caa55e902,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
113,113,data/raw_images/normal/113.png,113.png,113.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,127,n04592741_21494_n04592741.JPEG,908,375,500,375,500,375,500,375,500,,false,false,,,,224587,3145728,6,false,true,5bfa7a9b04411f0fdef87fd0fc7c3bdf617c05c3cf3159d673f5df7d0dd9fe8e,a3288b44a34d16775f0db29b6a622e16f2294da029c1aabaca4fdd66446d852e,a3288b44a34d16775f0db29b6a622e16f2294da029c1aabaca4fdd66446d852e,a3288b44a34d16775f0db29b6a622e16f2294da029c1aabaca4fdd66446d852e,58022850907c7f42248f43832678cb88b42220ae1fe7d7a4e34ef58f5389d55a,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
114,114,data/raw_images/normal/114.png,114.png,114.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,128,n04265275_13365_n04265275.JPEG,811,500,375,500,375,500,375,500,375,,false,false,,,,358668,3145728,6,false,true,665379d86c05aaa2ece9a742290e6d626fe6b6c6aa0d1757a930853e8e0c2f5c,368afee6ac1a603a1e588a66868c14a984e984248070b222a0b47ed87142f591,368afee6ac1a603a1e588a66868c14a984e984248070b222a0b47ed87142f591,368afee6ac1a603a1e588a66868c14a984e984248070b222a0b47ed87142f591,4f07bca3cedd5fc5b03b319eae700aa68c55f42a716aae8889bb3843d9146465,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
115,115,data/raw_images/normal/115.png,115.png,115.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,129,n03272010_6823_n03272010.JPEG,546,332,500,332,500,332,500,332,500,,false,false,,,,270464,3145728,6,false,true,3d0efd68354bc621de8e09bdb610092d4d103dcb865285076460f1a6c90d2ca3,8688002e560ba9544806013b6b139d50e7a7108433cc7aaec032475fd03b8c95,8688002e560ba9544806013b6b139d50e7a7108433cc7aaec032475fd03b8c95,8688002e560ba9544806013b6b139d50e7a7108433cc7aaec032475fd03b8c95,9bbd591d1b52df62da78b9cbb742a0bd3a8d7d35a936b985bdb7d8e6bdcd1bc8,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
116,116,data/raw_images/normal/116.png,116.png,116.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,131,n02500267_16464_n02500267.JPEG,384,332,500,332,500,332,500,332,500,,false,false,,,,303860,3145728,6,false,false,d87fb3d849d7a8425781142435a1979852c07d88bcdb77d4ffb73e92b72caa08,ba6061162223213452a3111fc95df35e1971fbd68f561a58293674dbc4863887,ba6061162223213452a3111fc95df35e1971fbd68f561a58293674dbc4863887,ba6061162223213452a3111fc95df35e1971fbd68f561a58293674dbc4863887,c319493382ab8e8d9464382882e38010e212c3bd8a3188667b5cc795bea0cd9d,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
117,117,data/raw_images/normal/117.png,117.png,117.png,exact_post_preprocessing_match,exact_post_preprocessing_match,ILSVRC/imagenet-1k,49e2ee26f3810fb5a7536bbf732a7b07389a47b5,train,true,42,10000,256,132,n04461696_1933_n04461696.JPEG,864,500,375,500,375,500,375,500,375,,false,false,,,,299107,3145728,6,false,false,e82e4555534e890b35d601636e9f22d3f202f1f2ed2692a9f8fadd0a66f03d45,fa20c3cf5bfa495332126bb0dd0292674b5584dd09cbfeaa6e90dc632060fae2,fa20c3cf5bfa495332126bb0dd0292674b5584dd09cbfeaa6e90dc632060fae2,fa20c3cf5bfa495332126bb0dd0292674b5584dd09cbfeaa6e90dc632060fae2,4547881386a8e70e0876e429298529cc430fb45f67cfdab29582774d27a6fb2c,exact,4.4.2,12.3.0,3.11.15,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major)
